sequence,kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source,filename,relative_path,downloaded_url,content_type,bytes,sha256,status,error
0982,placeable_item,2082,Cloth wall (interior),cloth-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,56,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/cloth-wall-interior.png,[],https://pokopiadex.com/items/cloth-wall-interior,pokopiadex_items_in_collection,0982-cloth-wall-interior.png,assets/pokopia_image_sources/item_portraits/0982-cloth-wall-interior.png,https://pokopiadex.com/images/items/item_ui/cloth-wall-interior.png,image/png,28161,2bef8d121ce9768ef8d2790b39b3763d23a5d45de94ffd991063dece216ac9df,ok,
0983,placeable_item,2083,Square tiling (interior),square-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,57,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/square-tiling-interior.png,[],https://pokopiadex.com/items/square-tiling-interior,pokopiadex_items_in_collection,0983-square-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0983-square-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/square-tiling-interior.png,image/png,36236,841eecbadefb07e29e5597397f5a0f3323ba16575d234c4fa11ba0b9811d244c,ok,
0984,placeable_item,2084,Levee (interior),levee-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,58,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/levee-interior.png,[],https://pokopiadex.com/items/levee-interior,pokopiadex_items_in_collection,0984-levee-interior.png,assets/pokopia_image_sources/item_portraits/0984-levee-interior.png,https://pokopiadex.com/images/items/item_ui/levee-interior.png,image/png,27661,07c5bd5266ab87390493c885ca363279a3a07e8fb1e5b5b076dc355909c7cd55,ok,
0985,placeable_item,2085,Cube light (interior),cube-light-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,59,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/cube-light-interior.png,[],https://pokopiadex.com/items/cube-light-interior,pokopiadex_items_in_collection,0985-cube-light-interior.png,assets/pokopia_image_sources/item_portraits/0985-cube-light-interior.png,https://pokopiadex.com/images/items/item_ui/cube-light-interior.png,image/png,40623,b06888c9ef96491fade39b17188d71a4bfb682a0a60aa08ee3b4f50c0ccf7917,ok,
0986,placeable_item,2086,Iron tiling (interior),iron-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,60,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/iron-tiling-interior.png,[],https://pokopiadex.com/items/iron-tiling-interior,pokopiadex_items_in_collection,0986-iron-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0986-iron-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/iron-tiling-interior.png,image/png,29697,e654e1de6a50ed4cb04d21ac482882bf219b80d4a3b383be3770b445a4752131,ok,
0987,placeable_item,2087,Dark marble flooring (interior),dark-marble-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,61,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/dark-marble-flooring-interior.png,[],https://pokopiadex.com/items/dark-marble-flooring-interior,pokopiadex_items_in_collection,0987-dark-marble-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0987-dark-marble-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/dark-marble-flooring-interior.png,image/png,37584,76b1344fa506323e4a6d208698697eb7356e20e282b41be3065a4a8c6553c208,ok,
0988,placeable_item,2088,Simple flooring (interior),simple-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,62,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/simple-flooring-interior.png,[],https://pokopiadex.com/items/simple-flooring-interior,pokopiadex_items_in_collection,0988-simple-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0988-simple-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/simple-flooring-interior.png,image/png,32854,66d0997614ef324f13bce98a9cefd522ea1127e604ce9d5898d9e27951097b65,ok,
0989,placeable_item,897,Hardwood flooring (interior),hardwood-flooring-interior,"Wallpaper that can be used in larger houses. You can apply it to walls, floors, and even ceilings.",Other,[],[],,in-collection,,other_order,63,,,,100,,,,[],[],https://pokopiadex.com/images/items/item_ui/hardwood-flooring-interior.png,[],https://pokopiadex.com/items/hardwood-flooring-interior,pokopiadex_items_in_collection,0989-hardwood-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0989-hardwood-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/hardwood-flooring-interior.png,image/png,41699,344926620b58e7f3bf0a6f94615a19908968e38087ddbc053ade1c6f21b7805d,ok,
0990,placeable_item,2090,Fish-scale tiling (interior),fish-scale-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,64,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/fish-scale-tiling-interior.png,[],https://pokopiadex.com/items/fish-scale-tiling-interior,pokopiadex_items_in_collection,0990-fish-scale-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0990-fish-scale-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/fish-scale-tiling-interior.png,image/png,38527,26f3164e3eb9ef2b37be774cdf5377cceb7624e48eb07027719d08153399d64e,ok,
0991,placeable_item,2091,Cobblestone wall (interior),cobblestone-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,65,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/cobblestone-wall-interior.png,[],https://pokopiadex.com/items/cobblestone-wall-interior,pokopiadex_items_in_collection,0991-cobblestone-wall-interior.png,assets/pokopia_image_sources/item_portraits/0991-cobblestone-wall-interior.png,https://pokopiadex.com/images/items/item_ui/cobblestone-wall-interior.png,image/png,41338,3550181258fccab0871e96fcafbd7a76fbeb1682bd734227d20fce38955c5ff7,ok,
0992,placeable_item,2092,Hay pile (interior),hay-pile-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,66,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/hay-pile-interior.png,[],https://pokopiadex.com/items/hay-pile-interior,pokopiadex_items_in_collection,0992-hay-pile-interior.png,assets/pokopia_image_sources/item_portraits/0992-hay-pile-interior.png,https://pokopiadex.com/images/items/item_ui/hay-pile-interior.png,image/png,29527,766e23fae64a12fc08c27eb10a375a3e399cfab3ac1fdfb413da1ea867469ecc,ok,
0993,placeable_item,2093,Broken-tiling wall (interior),broken-tiling-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,67,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/broken-tiling-wall-interior.png,[],https://pokopiadex.com/items/broken-tiling-wall-interior,pokopiadex_items_in_collection,0993-broken-tiling-wall-interior.png,assets/pokopia_image_sources/item_portraits/0993-broken-tiling-wall-interior.png,https://pokopiadex.com/images/items/item_ui/broken-tiling-wall-interior.png,image/png,42243,3465dc3b71dcc1298192aa714fcc27056082d10d7e3e0e35960c36f419db4bcf,ok,
0994,placeable_item,2094,Painted wall (interior),painted-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,68,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/painted-wall-interior.png,[],https://pokopiadex.com/items/painted-wall-interior,pokopiadex_items_in_collection,0994-painted-wall-interior.png,assets/pokopia_image_sources/item_portraits/0994-painted-wall-interior.png,https://pokopiadex.com/images/items/item_ui/painted-wall-interior.png,image/png,34824,1af3bb3aa745e9859eaef5635517ff5889011638009f99c5c44cbb43764821a1,ok,
0995,placeable_item,2095,Striped wall (interior),striped-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,69,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/striped-wall-interior.png,[],https://pokopiadex.com/items/striped-wall-interior,pokopiadex_items_in_collection,0995-striped-wall-interior.png,assets/pokopia_image_sources/item_portraits/0995-striped-wall-interior.png,https://pokopiadex.com/images/items/item_ui/striped-wall-interior.png,image/png,32377,1fd3d48fbb178bcbd4bd33fe9025a1640410c7b207559cbcfedac9b96021ef3d,ok,
0996,placeable_item,2096,Cyber flooring (interior),cyber-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,70,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/cyber-flooring-interior.png,[],https://pokopiadex.com/items/cyber-flooring-interior,pokopiadex_items_in_collection,0996-cyber-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0996-cyber-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/cyber-flooring-interior.png,image/png,38250,840fcf330d5b0ad6a9089d1da041551db64bd13e51cc72082f29205cf10528ea,ok,
0997,placeable_item,2097,Neon flooring (interior),neon-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,71,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/neon-flooring-interior.png,[],https://pokopiadex.com/items/neon-flooring-interior,pokopiadex_items_in_collection,0997-neon-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0997-neon-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/neon-flooring-interior.png,image/png,45292,bfff8d77410f670af513dc791ee957b113d15befa2fd392c0b301561d0991a99,ok,
0998,placeable_item,2098,Rough wall (interior),rough-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,72,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/rough-wall-interior.png,[],https://pokopiadex.com/items/rough-wall-interior,pokopiadex_items_in_collection,0998-rough-wall-interior.png,assets/pokopia_image_sources/item_portraits/0998-rough-wall-interior.png,https://pokopiadex.com/images/items/item_ui/rough-wall-interior.png,image/png,38101,e293c9672eb8bcdeb512310d0c9a63c4af3de0d357450083819e4b8d8ee77660,ok,
0999,placeable_item,2099,Modern wall (interior),modern-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,73,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/modern-wall-interior.png,[],https://pokopiadex.com/items/modern-wall-interior,pokopiadex_items_in_collection,0999-modern-wall-interior.png,assets/pokopia_image_sources/item_portraits/0999-modern-wall-interior.png,https://pokopiadex.com/images/items/item_ui/modern-wall-interior.png,image/png,39030,2880246b752ac2689a07f393b9e20c75f7340ced0385b1fd1224fa40e11115c2,ok,
1000,placeable_item,2100,Iron plating (interior),iron-plating-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,74,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/iron-plating-interior.png,[],https://pokopiadex.com/items/iron-plating-interior,pokopiadex_items_in_collection,1000-iron-plating-interior.png,assets/pokopia_image_sources/item_portraits/1000-iron-plating-interior.png,https://pokopiadex.com/images/items/item_ui/iron-plating-interior.png,image/png,34599,2aeff93294e3217a039a9917ab1d74e6cfd7b1f82d3eaa531fdac5a959b99005,ok,
1001,placeable_item,2101,Hexagonal flooring (interior),hexagonal-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,75,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/hexagonal-flooring-interior.png,[],https://pokopiadex.com/items/hexagonal-flooring-interior,pokopiadex_items_in_collection,1001-hexagonal-flooring-interior.png,assets/pokopia_image_sources/item_portraits/1001-hexagonal-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/hexagonal-flooring-interior.png,image/png,33652,8edddce8a224db50cc8023fac392d7e1d096255745c4528df33940e96c95241c,ok,
1002,placeable_item,2102,Scrap cube (interior),scrap-cube-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,76,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/scrap-cube-interior.png,[],https://pokopiadex.com/items/scrap-cube-interior,pokopiadex_items_in_collection,1002-scrap-cube-interior.png,assets/pokopia_image_sources/item_portraits/1002-scrap-cube-interior.png,https://pokopiadex.com/images/items/item_ui/scrap-cube-interior.png,image/png,40897,9b0509cbed42aade297260d5e11a4d7f0347c8178af7ad6a58a585689ff9e02f,ok,
1003,placeable_item,2103,Simple square tiling (interior),simple-square-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,77,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/simple-square-tiling-interior.png,[],https://pokopiadex.com/items/simple-square-tiling-interior,pokopiadex_items_in_collection,1003-simple-square-tiling-interior.png,assets/pokopia_image_sources/item_portraits/1003-simple-square-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/simple-square-tiling-interior.png,image/png,38325,f6eef3488991f5d2dc00769178cd2195ff4f2bc5189c8d7f0bbdcf6dd0d1dbe8,ok,
1004,placeable_item,2104,Puffy-tree pillar (interior),puffy-tree-pillar-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,78,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/puffy-tree-pillar-interior.png,[],https://pokopiadex.com/items/puffy-tree-pillar-interior,pokopiadex_items_in_collection,1004-puffy-tree-pillar-interior.png,assets/pokopia_image_sources/item_portraits/1004-puffy-tree-pillar-interior.png,https://pokopiadex.com/images/items/item_ui/puffy-tree-pillar-interior.png,image/png,37129,24b2af9ad6084fc96676f062c54892d093110a77e810d40f1d64bc2c406336e1,ok,
1005,placeable_item,2105,Felt mat (interior),felt-mat-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,79,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/felt-mat-interior.png,[],https://pokopiadex.com/items/felt-mat-interior,pokopiadex_items_in_collection,1005-felt-mat-interior.png,assets/pokopia_image_sources/item_portraits/1005-felt-mat-interior.png,https://pokopiadex.com/images/items/item_ui/felt-mat-interior.png,image/png,37384,53f938f680d304f8ca0a28ceb9f1c12acf460b07195d44fd48c4690b45c82b89,ok,
1006,placeable_item,2106,Triangle-design flooring (interior),triangle-design-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,80,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/triangle-design-flooring-interior.png,[],https://pokopiadex.com/items/triangle-design-flooring-interior,pokopiadex_items_in_collection,1006-triangle-design-flooring-interior.png,assets/pokopia_image_sources/item_portraits/1006-triangle-design-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/triangle-design-flooring-interior.png,image/png,32758,9d698c7e143f1cee6286d7cc9c6f55288090fa1420cde4827ed6e2a0f798cab9,ok,
1007,placeable_item,2107,Crisscross wooden flooring (interior),crisscross-wooden-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,81,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/crisscross-wooden-flooring-interior.png,[],https://pokopiadex.com/items/crisscross-wooden-flooring-interior,pokopiadex_items_in_collection,1007-crisscross-wooden-flooring-interior.png,assets/pokopia_image_sources/item_portraits/1007-crisscross-wooden-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/crisscross-wooden-flooring-interior.png,image/png,33983,a3f5813d3258471b928be53f3f8b6bd4139760decc2621f1f2154d5390a6b28f,ok,
